ID,HUNT_YEAR,MU,GBPU_ID,GBPU_NAME,KILL_CODE,SEX,AGE_CLASS,SPATIAL
5401,1990,737,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
5402,1990,742,1,Rocky,Hunter Kill,F,5-9,yes
5403,1990,752,55,Muskwa,Hunter Kill,M,15+,yes
5404,1990,751,55,Muskwa,Hunter Kill,F,5-9,yes
5405,1990,750,1,Rocky,Animal Control,F,5-9,yes
5406,1990,750,1,Rocky,Animal Control,M,0-2,yes
5407,1990,750,1,Rocky,Animal Control,F,0-2,yes
5408,1990,721,6,Hart,Hunter Kill,M,3-4,yes
5409,1990,731,82,Moberly,Hunter Kill,M,0-2,yes
5410,1990,742,1,Rocky,Hunter Kill,M,5-9,yes
5411,1991,736,1,Rocky,Hunter Kill,M,5-9,yes
5412,1990,745,2,Alta,Hunter Kill,M,NA,yes
5413,1991,736,1,Rocky,Hunter Kill,F,5-9,yes
5414,1991,741,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
5415,1991,722,6,Hart,Hunter Kill,M,10-14,yes
5416,1991,731,82,Moberly,Hunter Kill,M,0-2,yes
5417,1991,731,82,Moberly,Hunter Kill,M,0-2,yes
5418,1990,742,1,Rocky,Animal Control,M,15+,yes
5419,1991,737,3,Finlay-Ospika,Hunter Kill,M,15+,yes
5420,1991,735,1,Rocky,Hunter Kill,F,3-4,yes
5421,1991,736,1,Rocky,Hunter Kill,F,3-4,yes
5422,1991,750,1,Rocky,Hunter Kill,M,0-2,yes
5423,1991,719,6,Hart,Hunter Kill,M,3-4,yes
5424,1991,751,55,Muskwa,Hunter Kill,M,5-9,yes
5425,1991,751,55,Muskwa,Hunter Kill,F,5-9,yes
5426,1991,751,55,Muskwa,Hunter Kill,F,5-9,yes
5427,1991,751,55,Muskwa,Hunter Kill,M,0-2,yes
5428,1992,752,55,Muskwa,Hunter Kill,M,3-4,yes
5429,1991,745,2,Alta,Hunter Kill,M,0-2,yes
5430,1991,742,1,Rocky,Hunter Kill,M,5-9,yes
5431,1991,757,1,Rocky,Hunter Kill,M,5-9,yes
5432,1991,743,1,Rocky,Hunter Kill,M,3-4,yes
5433,1991,750,1,Rocky,Hunter Kill,M,15+,no
5434,1991,623,73,Cassiar,Hunter Kill,F,5-9,yes
5435,1991,721,6,Hart,Hunter Kill,M,0-2,yes
5436,1991,721,6,Hart,Hunter Kill,F,5-9,yes
5437,1991,731,82,Moberly,Hunter Kill,F,15+,yes
5438,1992,731,82,Moberly,Hunter Kill,M,10-14,yes
5439,1992,731,82,Moberly,Hunter Kill,M,3-4,yes
5440,1992,721,6,Hart,Hunter Kill,F,3-4,yes
5441,1992,721,6,Hart,Hunter Kill,M,10-14,yes
5442,1992,721,6,Hart,Hunter Kill,F,5-9,yes
5443,1992,722,6,Hart,Hunter Kill,M,10-14,yes
5444,1992,721,6,Hart,Hunter Kill,M,3-4,yes
5445,1992,722,6,Hart,Hunter Kill,M,15+,yes
5446,1992,722,6,Hart,Animal Control,U,NA,yes
5447,1993,722,6,Hart,Hunter Kill,M,15+,yes
5448,1991,752,55,Muskwa,Hunter Kill,F,15+,yes
5449,1991,742,1,Rocky,Hunter Kill,M,0-2,yes
5450,1991,745,2,Alta,Hunter Kill,M,NA,yes
5451,1991,717,7,Parsnip,Hunter Kill,F,0-2,yes
5452,1991,706,10,Robson,Hunter Kill,M,5-9,yes
5453,1991,705,10,Robson,Hunter Kill,F,15+,yes
5454,1991,757,1,Rocky,Hunter Kill,M,15+,yes
5455,1991,750,1,Rocky,Hunter Kill,M,3-4,yes
5456,1991,721,6,Hart,Hunter Kill,F,5-9,yes
5457,1991,627,84,Tatshenshini,Hunter Kill,F,NA,yes
5458,1993,703,10,Robson,Hunter Kill,M,3-4,yes
5459,1993,703,10,Robson,Hunter Kill,F,10-14,no
5460,1995,344,16,Wells Gray,Hunter Kill,F,NA,yes
5461,1995,717,7,Parsnip,Hunter Kill,F,10-14,yes
5462,1994,701,10,Robson,Pick Up (pre-2004)*,M,15+,yes
5463,1994,703,10,Robson,Hunter Kill,M,5-9,yes
5464,1994,705,10,Robson,Hunter Kill,M,10-14,yes
5465,1991,620,56,Spatsizi,Hunter Kill,M,5-9,yes
5466,1991,718,7,Parsnip,Hunter Kill,M,3-4,yes
5467,1991,717,7,Parsnip,Hunter Kill,F,3-4,yes
5468,1991,706,10,Robson,Hunter Kill,F,10-14,yes
5469,1991,728,5,Omineca,Hunter Kill,M,15+,yes
5470,1991,751,55,Muskwa,Hunter Kill,M,NA,yes
5471,1991,709,68,Nulki,Illegal,F,3-4,yes
5472,1991,609,65,Bulkley-Lakes,Hunter Kill,M,15+,yes
5473,1991,717,7,Parsnip,Hunter Kill,M,NA,yes
5474,1991,736,1,Rocky,Hunter Kill,M,3-4,yes
5475,1991,721,6,Hart,Hunter Kill,M,10-14,yes
5476,1991,717,7,Parsnip,Hunter Kill,F,15+,yes
5477,1991,718,7,Parsnip,Hunter Kill,F,NA,yes
5478,1991,721,6,Hart,Hunter Kill,M,10-14,yes
5479,1991,721,6,Hart,Hunter Kill,F,3-4,yes
5480,1991,620,56,Spatsizi,Hunter Kill,M,5-9,yes
5481,1991,727,5,Omineca,Hunter Kill,F,3-4,yes
5482,1991,731,82,Moberly,Hunter Kill,M,NA,yes
5483,1992,730,82,Moberly,Animal Control,F,15+,yes
5484,1992,730,82,Moberly,Animal Control,M,0-2,yes
5485,1992,730,82,Moberly,Animal Control,M,3-4,yes
5486,1992,729,5,Omineca,Hunter Kill,F,5-9,yes
5487,1993,730,82,Moberly,Hunter Kill,M,5-9,yes
5488,1993,724,64,Nation,Animal Control,M,0-2,yes
5489,1992,752,55,Muskwa,Illegal,F,NA,yes
5490,1992,754,52,Hyland,Animal Control,M,NA,yes
5491,1992,754,52,Hyland,Hunter Kill,M,5-9,yes
5492,1992,754,52,Hyland,Hunter Kill,M,5-9,yes
5493,1992,754,52,Hyland,Hunter Kill,M,15+,yes
5494,1991,618,59,Upper Skeena-Nass,Hunter Kill,F,10-14,yes
5495,1992,731,82,Moberly,Hunter Kill,F,10-14,yes
5496,1992,730,82,Moberly,Hunter Kill,M,5-9,yes
5497,1992,736,1,Rocky,Hunter Kill,F,NA,yes
5498,1992,620,56,Spatsizi,Hunter Kill,M,15+,yes
5499,1992,335,14,Columbia-Shuswap,Hunter Kill,M,5-9,yes
5500,1992,704,10,Robson,Hunter Kill,M,3-4,yes
5501,1992,716,64,Nation,Hunter Kill,M,15+,yes
5502,1992,705,10,Robson,Hunter Kill,M,3-4,yes
5503,1992,717,7,Parsnip,Hunter Kill,M,0-2,yes
5504,1992,717,7,Parsnip,Hunter Kill,M,10-14,yes
5505,1992,730,82,Moberly,Hunter Kill,F,5-9,yes
5506,1992,736,1,Rocky,Hunter Kill,M,NA,yes
5507,1992,703,10,Robson,Hunter Kill,M,3-4,yes
5508,1992,729,5,Omineca,Hunter Kill,M,10-14,yes
5509,1992,506,21,Klinaklini-Homathko,Hunter Kill,F,5-9,yes
5510,1992,718,7,Parsnip,Hunter Kill,M,3-4,yes
5511,1992,729,5,Omineca,Hunter Kill,M,5-9,yes
5512,1992,725,64,Nation,Hunter Kill,F,5-9,yes
5513,1992,706,10,Robson,Hunter Kill,M,10-14,yes
5514,1992,725,64,Nation,Hunter Kill,M,0-2,yes
5515,1991,626,54,Taku,Hunter Kill,F,10-14,yes
5516,1991,626,54,Taku,Hunter Kill,M,3-4,yes
5517,1992,621,83,Edziza-Lower Stikine,Hunter Kill,M,5-9,yes
5518,1992,621,83,Edziza-Lower Stikine,Hunter Kill,M,5-9,yes
5519,1992,623,73,Cassiar,Hunter Kill,F,15+,yes
5520,1992,623,73,Cassiar,Hunter Kill,M,5-9,yes
5521,1992,622,54,Taku,Hunter Kill,F,3-4,yes
5522,1992,623,73,Cassiar,Hunter Kill,M,3-4,yes
5523,1991,619,56,Spatsizi,Hunter Kill,M,5-9,yes
5524,1991,619,56,Spatsizi,Hunter Kill,M,5-9,yes
5525,1992,615,66,Khutzeymateen,Hunter Kill,M,NA,yes
5526,1993,603,65,Bulkley-Lakes,Hunter Kill,M,NA,yes
5527,1993,603,15,Kitlope-Fiordland,Hunter Kill,M,NA,yes
5528,1993,614,62,Stewart,Hunter Kill,M,3-4,yes
5529,1993,630,63,Cranberry,Hunter Kill,M,NA,yes
5530,1993,615,63,Cranberry,Hunter Kill,M,10-14,yes
5531,1993,611,67,North Coast,Hunter Kill,M,NA,yes
5532,1993,615,63,Cranberry,Hunter Kill,M,0-2,yes
5533,1993,611,67,North Coast,Hunter Kill,F,10-14,yes
5534,1993,621,83,Edziza-Lower Stikine,Hunter Kill,U,10-14,yes
5535,1993,621,83,Edziza-Lower Stikine,Hunter Kill,F,0-2,yes
5536,1993,611,67,North Coast,Hunter Kill,F,NA,yes
5537,1993,623,73,Cassiar,Hunter Kill,M,3-4,yes
5538,1993,624,73,Cassiar,Hunter Kill,M,NA,yes
5539,1993,739,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
5540,1992,611,67,North Coast,Hunter Kill,M,15+,yes
5541,1992,609,65,Bulkley-Lakes,Hunter Kill,M,5-9,yes
5542,1992,603,15,Kitlope-Fiordland,Hunter Kill,M,3-4,yes
5543,1992,611,67,North Coast,Hunter Kill,F,3-4,yes
5544,1992,615,63,Cranberry,Pick Up (pre-2004)*,M,15+,yes
5545,1992,615,63,Cranberry,Hunter Kill,F,3-4,yes
5546,1992,609,65,Bulkley-Lakes,Hunter Kill,M,15+,yes
5547,1992,611,67,North Coast,Hunter Kill,M,NA,yes
5548,1992,615,63,Cranberry,Hunter Kill,M,15+,yes
5549,1992,620,56,Spatsizi,Hunter Kill,M,5-9,yes
5550,1992,630,63,Cranberry,Hunter Kill,M,10-14,yes
5551,1992,621,83,Edziza-Lower Stikine,Hunter Kill,M,5-9,yes
5552,1992,621,83,Edziza-Lower Stikine,Hunter Kill,M,3-4,yes
5553,1992,617,59,Upper Skeena-Nass,Hunter Kill,M,NA,yes
5554,1992,623,73,Cassiar,Hunter Kill,M,3-4,yes
5555,1993,603,15,Kitlope-Fiordland,Hunter Kill,M,5-9,yes
5556,1993,603,15,Kitlope-Fiordland,Hunter Kill,M,0-2,yes
5557,1992,625,73,Cassiar,Hunter Kill,M,3-4,yes
5558,1992,630,63,Cranberry,Hunter Kill,M,10-14,yes
5559,1992,630,63,Cranberry,Hunter Kill,M,3-4,yes
5560,1992,603,65,Bulkley-Lakes,Hunter Kill,M,0-2,yes
5561,1992,614,66,Khutzeymateen,Hunter Kill,F,3-4,yes
5562,1991,621,83,Edziza-Lower Stikine,Hunter Kill,M,10-14,yes
5563,1991,618,59,Upper Skeena-Nass,Hunter Kill,F,0-2,yes
5564,1991,626,54,Taku,Hunter Kill,M,0-2,yes
5565,1991,625,73,Cassiar,Hunter Kill,M,0-2,yes
5566,1991,626,54,Taku,Animal Control,M,0-2,yes
5567,1991,625,73,Cassiar,Hunter Kill,F,3-4,yes
5568,1991,626,54,Taku,Hunter Kill,F,5-9,yes
5569,1991,625,73,Cassiar,Hunter Kill,M,15+,yes
5570,1991,625,73,Cassiar,Hunter Kill,M,3-4,yes
5571,1991,626,54,Taku,Hunter Kill,M,15+,yes
5572,1991,627,84,Tatshenshini,Hunter Kill,M,5-9,yes
5573,1991,625,73,Cassiar,Hunter Kill,F,5-9,yes
5574,1991,626,54,Taku,Hunter Kill,M,3-4,yes
5575,1992,628,84,Tatshenshini,Hunter Kill,M,NA,yes
5576,1992,626,54,Taku,Hunter Kill,F,3-4,yes
5577,1991,629,84,Tatshenshini,Hunter Kill,M,10-14,yes
5578,1991,629,84,Tatshenshini,Hunter Kill,M,5-9,yes
5579,1991,609,65,Bulkley-Lakes,Hunter Kill,F,0-2,yes
5580,1991,611,67,North Coast,Hunter Kill,M,0-2,yes
5581,1991,622,54,Taku,Hunter Kill,M,NA,yes
5582,1991,616,62,Stewart,Hunter Kill,M,15+,yes
5583,1991,740,3,Finlay-Ospika,Hunter Kill,F,10-14,yes
5584,1991,740,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
5585,1991,739,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
5586,1991,752,55,Muskwa,Hunter Kill,F,15+,yes
5587,1991,752,55,Muskwa,Hunter Kill,U,3-4,yes
5588,1991,752,55,Muskwa,Hunter Kill,F,15+,yes
5589,1991,621,83,Edziza-Lower Stikine,Hunter Kill,M,3-4,yes
5590,1991,630,63,Cranberry,Hunter Kill,M,10-14,yes
5591,1991,609,65,Bulkley-Lakes,Hunter Kill,M,5-9,yes
5592,1991,739,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
5593,1991,741,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
5594,1991,623,73,Cassiar,Hunter Kill,F,3-4,yes
5595,1991,626,54,Taku,Hunter Kill,M,0-2,yes
5596,1991,607,61,Babine,Hunter Kill,F,10-14,yes
5597,1991,739,3,Finlay-Ospika,Hunter Kill,F,0-2,yes
5598,1991,609,65,Bulkley-Lakes,Hunter Kill,M,3-4,yes
5599,1991,739,3,Finlay-Ospika,Hunter Kill,F,10-14,yes
5600,1992,719,6,Hart,Hunter Kill,M,0-2,yes
5601,1992,505,21,Klinaklini-Homathko,Animal Control,M,5-9,yes
5602,1992,607,61,Babine,Hunter Kill,F,5-9,yes
5603,1992,739,3,Finlay-Ospika,Hunter Kill,M,NA,yes
5604,1992,618,59,Upper Skeena-Nass,Hunter Kill,F,NA,yes
5605,1991,736,1,Rocky,Hunter Kill,M,5-9,yes
5606,1991,737,3,Finlay-Ospika,Hunter Kill,F,3-4,yes
5607,1991,737,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
5608,1991,742,1,Rocky,Hunter Kill,M,5-9,yes
5609,1991,742,1,Rocky,Hunter Kill,M,NA,yes
5610,1991,757,1,Rocky,Hunter Kill,F,5-9,yes
5611,1991,757,1,Rocky,Hunter Kill,U,0-2,yes
5612,1991,736,1,Rocky,Hunter Kill,M,10-14,yes
5613,1991,746,51,Taiga,Hunter Kill,M,3-4,yes
5614,1991,719,6,Hart,Hunter Kill,F,0-2,yes
5615,1991,741,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
5616,1991,731,82,Moberly,Hunter Kill,F,0-2,no
5617,1991,731,82,Moberly,Hunter Kill,F,3-4,yes
5618,1991,736,1,Rocky,Hunter Kill,M,3-4,yes
5619,1991,736,1,Rocky,Hunter Kill,F,15+,yes
5620,1991,722,6,Hart,Hunter Kill,F,5-9,yes
5621,1991,743,1,Rocky,Hunter Kill,M,5-9,no
5622,1991,743,1,Rocky,Hunter Kill,M,5-9,yes
5623,1991,737,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
5624,1991,742,1,Rocky,Hunter Kill,M,15+,yes
5625,1991,737,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
5626,1991,741,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
5627,1991,722,6,Hart,Hunter Kill,F,10-14,yes
5628,1991,757,1,Rocky,Hunter Kill,M,3-4,yes
5629,1991,737,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
5630,1991,737,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
5631,1991,743,1,Rocky,Hunter Kill,M,3-4,yes
5632,1991,745,2,Alta,Hunter Kill,F,3-4,yes
5633,1991,750,1,Rocky,Hunter Kill,F,3-4,yes
5634,1991,750,1,Rocky,Hunter Kill,M,5-9,yes
5635,1991,719,6,Hart,Hunter Kill,F,0-2,yes
5636,1991,625,73,Cassiar,Hunter Kill,F,15+,yes
5637,1992,736,1,Rocky,Hunter Kill,F,5-9,yes
5638,1992,745,2,Alta,Hunter Kill,M,10-14,yes
5639,1992,745,2,Alta,Hunter Kill,M,0-2,yes
5640,1992,736,1,Rocky,Hunter Kill,M,3-4,yes
5641,1992,745,2,Alta,Hunter Kill,F,3-4,yes
5642,1992,750,1,Rocky,Hunter Kill,M,5-9,yes
5643,1992,757,1,Rocky,Hunter Kill,M,0-2,yes
5644,1992,742,1,Rocky,Hunter Kill,F,0-2,yes
5645,1992,757,1,Rocky,Hunter Kill,M,0-2,yes
5646,1992,746,51,Taiga,Hunter Kill,F,0-2,yes
5647,1992,722,6,Hart,Hunter Kill,F,5-9,yes
5648,1992,757,1,Rocky,Hunter Kill,M,0-2,yes
5649,1992,742,1,Rocky,Hunter Kill,M,3-4,yes
5650,1992,737,3,Finlay-Ospika,Hunter Kill,F,NA,yes
5651,1992,743,1,Rocky,Hunter Kill,M,0-2,yes
5652,1992,721,6,Hart,Hunter Kill,M,5-9,yes
5653,1992,754,52,Hyland,Hunter Kill,F,NA,yes
5654,1992,754,52,Hyland,Hunter Kill,F,15+,yes
5655,1992,721,6,Hart,Hunter Kill,F,0-2,yes
5656,1992,722,6,Hart,Hunter Kill,M,3-4,yes
5657,1992,722,6,Hart,Hunter Kill,M,0-2,yes
5658,1992,751,55,Muskwa,Hunter Kill,F,0-2,yes
5659,1992,731,82,Moberly,Hunter Kill,F,5-9,yes
5660,1992,736,1,Rocky,Hunter Kill,M,5-9,yes
5661,1992,745,2,Alta,Hunter Kill,M,3-4,yes
5662,1992,743,1,Rocky,Hunter Kill,F,0-2,yes
5663,1992,742,1,Rocky,Hunter Kill,M,15+,yes
5664,1992,757,1,Rocky,Hunter Kill,M,15+,yes
5665,1992,722,6,Hart,Hunter Kill,F,3-4,yes
5666,1992,736,1,Rocky,Hunter Kill,M,5-9,yes
5667,1992,757,1,Rocky,Hunter Kill,M,NA,yes
5668,1992,757,1,Rocky,Hunter Kill,F,3-4,yes
5669,1992,735,1,Rocky,Hunter Kill,F,3-4,yes
5670,1992,735,1,Rocky,Hunter Kill,F,3-4,yes
5671,1992,751,55,Muskwa,Hunter Kill,F,0-2,yes
5672,1992,749,1,Rocky,Hunter Kill,F,5-9,yes
5673,1992,749,1,Rocky,Hunter Kill,M,15+,yes
5674,1992,745,2,Alta,Hunter Kill,M,3-4,yes
5675,1992,743,1,Rocky,Hunter Kill,M,3-4,yes
5676,1992,757,1,Rocky,Hunter Kill,F,0-2,yes
5677,1991,742,1,Rocky,Hunter Kill,M,5-9,yes
5678,1991,750,1,Rocky,Hunter Kill,M,0-2,yes
5679,1991,749,1,Rocky,Hunter Kill,M,0-2,yes
5680,1992,720,6,Hart,Hunter Kill,F,5-9,yes
5681,1992,723,7,Parsnip,Hunter Kill,F,3-4,yes
5682,1992,722,6,Hart,Hunter Kill,F,0-2,yes
5683,1992,749,1,Rocky,Hunter Kill,M,10-14,yes
5684,1992,749,1,Rocky,Hunter Kill,F,15+,yes
5685,1992,719,6,Hart,Hunter Kill,F,NA,yes
5686,1992,719,6,Hart,Hunter Kill,F,5-9,yes
5687,1992,721,6,Hart,Hunter Kill,F,0-2,yes
5688,1992,721,6,Hart,Animal Control,M,5-9,yes
5689,1993,742,1,Rocky,Hunter Kill,M,0-2,yes
5690,1993,758,1,Rocky,Hunter Kill,M,3-4,yes
5691,1993,742,1,Rocky,Hunter Kill,M,3-4,yes
5692,1994,721,6,Hart,Hunter Kill,M,0-2,yes
5693,1994,720,6,Hart,Hunter Kill,F,3-4,yes
5694,1994,722,6,Hart,Hunter Kill,M,5-9,yes
5695,1993,751,55,Muskwa,Hunter Kill,F,10-14,yes
5696,1993,742,1,Rocky,Hunter Kill,F,10-14,yes
5697,1991,754,52,Hyland,Hunter Kill,M,3-4,yes
5698,1991,750,1,Rocky,Hunter Kill,M,0-2,yes
5699,1991,750,1,Rocky,Hunter Kill,M,0-2,yes
5700,1991,742,1,Rocky,Hunter Kill,F,0-2,yes
5701,1991,751,55,Muskwa,Hunter Kill,F,5-9,yes
5702,1991,754,52,Hyland,Hunter Kill,M,10-14,yes
5703,1991,754,52,Hyland,Hunter Kill,F,3-4,yes
5704,1991,745,2,Alta,Hunter Kill,F,0-2,yes
5705,1991,754,52,Hyland,Hunter Kill,F,10-14,yes
5706,1991,751,55,Muskwa,Hunter Kill,F,10-14,yes
5707,1991,754,52,Hyland,Hunter Kill,F,5-9,yes
5708,1991,751,55,Muskwa,Hunter Kill,M,3-4,yes
5709,1991,742,1,Rocky,Hunter Kill,F,NA,yes
5710,1991,749,1,Rocky,Hunter Kill,F,NA,yes
5711,1991,749,1,Rocky,Illegal,M,NA,yes
5712,1991,624,73,Cassiar,Hunter Kill,M,0-2,yes
5713,1991,752,55,Muskwa,Hunter Kill,F,5-9,yes
5714,1991,752,55,Muskwa,Hunter Kill,F,3-4,yes
5715,1991,752,55,Muskwa,Hunter Kill,F,5-9,yes
5716,1991,752,55,Muskwa,Hunter Kill,M,3-4,yes
5717,1991,752,55,Muskwa,Hunter Kill,M,5-9,yes
5718,1991,739,3,Finlay-Ospika,Hunter Kill,F,15+,yes
5719,1991,719,6,Hart,Hunter Kill,F,NA,yes
5720,1992,702,10,Robson,Hunter Kill,F,3-4,yes
5721,1992,437,18,North Selkirk,Hunter Kill,M,5-9,yes
5722,1992,437,18,North Selkirk,Hunter Kill,M,10-14,yes
5723,1992,344,16,Wells Gray,Hunter Kill,M,3-4,yes
5724,1992,433,26,North Purcells,Hunter Kill,M,5-9,yes
5725,1992,433,26,North Purcells,Hunter Kill,M,15+,yes
5726,1992,343,14,Columbia-Shuswap,Hunter Kill,M,15+,yes
5727,1992,343,14,Columbia-Shuswap,Hunter Kill,M,3-4,yes
5728,1992,433,26,North Purcells,Hunter Kill,M,3-4,yes
5729,1993,439,14,Columbia-Shuswap,Hunter Kill,M,5-9,yes
5730,1992,439,14,Columbia-Shuswap,Hunter Kill,M,5-9,yes
5731,1992,427,26,North Purcells,Hunter Kill,M,5-9,yes
5732,1992,433,26,North Purcells,Hunter Kill,M,3-4,yes
5733,1992,438,18,North Selkirk,Hunter Kill,M,0-2,yes
5734,1992,344,16,Wells Gray,Hunter Kill,M,10-14,yes
5735,1992,815,42,Kettle-Granby,Hunter Kill,F,15+,yes
5736,1992,810,48,N/A - extirpated,Illegal,M,3-4,yes
5737,1992,742,1,Rocky,Hunter Kill,F,3-4,yes
5738,1992,751,55,Muskwa,Hunter Kill,M,10-14,yes
5739,1992,752,55,Muskwa,Hunter Kill,F,5-9,yes
5740,1992,712,68,Nulki,Animal Control,M,NA,yes
5741,1994,725,64,Nation,Hunter Kill,F,3-4,yes
5742,1994,725,64,Nation,Hunter Kill,F,3-4,yes
5743,1993,713,68,Nulki,Animal Control,M,5-9,no
5744,1993,630,63,Cranberry,Hunter Kill,F,0-2,yes
5745,1993,725,64,Nation,Animal Control,M,3-4,no
5746,1993,712,68,Nulki,Animal Control,M,3-4,no
5747,1992,729,5,Omineca,Hunter Kill,F,15+,yes
5748,1992,718,7,Parsnip,Hunter Kill,F,15+,yes
5749,1992,717,7,Parsnip,Animal Control,M,0-2,yes
5750,1992,723,7,Parsnip,Hunter Kill,F,10-14,yes
5751,1992,716,64,Nation,Hunter Kill,M,15+,yes
5752,1992,723,7,Parsnip,Hunter Kill,F,0-2,yes
5753,1992,742,1,Rocky,Hunter Kill,M,5-9,yes
5754,1992,716,64,Nation,Hunter Kill,M,15+,yes
5755,1992,706,10,Robson,Hunter Kill,M,5-9,yes
5756,1992,723,7,Parsnip,Hunter Kill,M,0-2,yes
5757,1992,738,5,Omineca,Hunter Kill,M,NA,yes
5758,1992,718,7,Parsnip,Hunter Kill,M,15+,yes
5759,1992,740,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
5760,1992,738,5,Omineca,Hunter Kill,F,3-4,yes
5761,1992,705,10,Robson,Hunter Kill,M,5-9,yes
5762,1992,738,5,Omineca,Hunter Kill,F,15+,yes
5763,1992,739,3,Finlay-Ospika,Hunter Kill,M,0-2,yes
5764,1992,722,6,Hart,Hunter Kill,M,5-9,yes
5765,1992,738,5,Omineca,Hunter Kill,M,3-4,yes
5766,1993,717,7,Parsnip,Hunter Kill,F,3-4,yes
5767,1993,728,5,Omineca,Hunter Kill,M,5-9,yes
5768,1993,344,16,Wells Gray,Hunter Kill,F,0-2,yes
5769,1993,730,82,Moberly,Hunter Kill,F,5-9,yes
5770,1993,621,83,Edziza-Lower Stikine,Hunter Kill,M,5-9,yes
5771,1993,703,10,Robson,Hunter Kill,M,5-9,yes
5772,1993,725,64,Nation,Hunter Kill,M,3-4,yes
5773,1993,705,10,Robson,Hunter Kill,M,15+,yes
5774,1993,708,68,Nulki,Animal Control,M,3-4,yes
5775,1993,438,18,North Selkirk,Hunter Kill,M,5-9,yes
5776,1992,434,24,Spillamacheen,Hunter Kill,M,3-4,yes
5777,1992,425,23,Rockies Park Ranges,Hunter Kill,M,3-4,yes
5778,1992,437,18,North Selkirk,Hunter Kill,M,5-9,yes
5779,1992,425,23,Rockies Park Ranges,Hunter Kill,M,15+,yes
5780,1992,420,31,Central Purcells,Hunter Kill,M,15+,yes
5781,1992,435,23,Rockies Park Ranges,Hunter Kill,M,5-9,yes
5782,1992,424,29,South Rockies,Hunter Kill,F,3-4,yes
5783,1992,425,23,Rockies Park Ranges,Hunter Kill,F,10-14,yes
5784,1992,426,31,Central Purcells,Hunter Kill,M,5-9,yes
5785,1992,435,23,Rockies Park Ranges,Hunter Kill,F,10-14,yes
5786,1992,436,17,Central Rockies,Hunter Kill,M,5-9,yes
5787,1992,426,31,Central Purcells,Animal Control,M,NA,yes
5788,1992,407,34,NA,Pick Up (pre-2004)*,M,NA,yes
5789,1992,402,35,Flathead,Hunter Kill,M,5-9,yes
5790,1992,422,29,South Rockies,Hunter Kill,M,5-9,yes
5791,1992,421,29,South Rockies,Hunter Kill,M,3-4,yes
5792,1992,440,17,Central Rockies,Hunter Kill,M,10-14,yes
5793,1992,435,23,Rockies Park Ranges,Hunter Kill,M,5-9,yes
5794,1992,436,17,Central Rockies,Hunter Kill,M,0-2,yes
5795,1992,434,24,Spillamacheen,Hunter Kill,M,5-9,yes
5796,1992,436,17,Central Rockies,Hunter Kill,F,3-4,yes
5797,1994,436,17,Central Rockies,Hunter Kill,M,5-9,yes
5798,1994,434,24,Spillamacheen,Hunter Kill,M,3-4,yes
5799,1994,440,17,Central Rockies,Hunter Kill,M,5-9,yes
5800,1994,435,23,Rockies Park Ranges,Hunter Kill,M,5-9,yes
5801,1994,435,23,Rockies Park Ranges,Hunter Kill,F,5-9,yes
5802,1994,436,17,Central Rockies,Hunter Kill,M,3-4,yes
5803,1994,436,17,Central Rockies,Hunter Kill,M,5-9,yes
5804,1994,436,17,Central Rockies,Hunter Kill,M,5-9,yes
5805,1994,440,17,Central Rockies,Hunter Kill,F,10-14,yes
5806,1994,435,23,Rockies Park Ranges,Hunter Kill,M,3-4,yes
5807,1991,430,74,Central Selkirk,Hunter Kill,F,3-4,yes
5808,1992,401,35,Flathead,Hunter Kill,M,5-9,yes
5809,1992,407,46,South Selkirk,Hunter Kill,M,3-4,yes
5810,1992,430,74,Central Selkirk,Illegal,M,0-2,yes
5811,1993,423,29,South Rockies,Hunter Kill,M,3-4,yes
5812,1993,423,35,Flathead,Hunter Kill,M,5-9,yes
5813,1993,402,35,Flathead,Hunter Kill,M,5-9,yes
5814,1993,423,29,South Rockies,Hunter Kill,F,3-4,yes
5815,1993,423,29,South Rockies,Animal Control,M,3-4,yes
5816,1993,423,29,South Rockies,Animal Control,F,3-4,yes
5817,1993,423,29,South Rockies,Animal Control,F,3-4,yes
5818,1991,420,31,Central Purcells,Animal Control,F,NA,yes
5819,1991,401,35,Flathead,Hunter Kill,M,3-4,yes
5820,1993,424,29,South Rockies,Hunter Kill,M,5-9,yes
5821,1993,430,74,Central Selkirk,Hunter Kill,F,NA,yes
5822,1993,408,46,South Selkirk,Animal Control,M,3-4,no
5823,1993,427,26,North Purcells,Hunter Kill,M,10-14,yes
5824,1992,430,74,Central Selkirk,Illegal,F,0-2,yes
