ID,HUNT_YEAR,MU,GBPU_ID,GBPU_NAME,KILL_CODE,SEX,AGE_CLASS,SPATIAL
1741,1981,751,55,Muskwa,Hunter Kill,M,15+,yes
1742,1981,751,55,Muskwa,Hunter Kill,M,10-14,yes
1743,1981,731,82,Moberly,Hunter Kill,F,5-9,yes
1744,1981,746,51,Taiga,Hunter Kill,M,NA,no
1745,1980,741,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
1746,1980,742,1,Rocky,Hunter Kill,F,5-9,yes
1747,1980,752,55,Muskwa,Hunter Kill,F,10-14,yes
1748,1980,742,1,Rocky,Hunter Kill,M,0-2,yes
1749,1980,750,1,Rocky,Hunter Kill,F,0-2,yes
1750,1980,750,1,Rocky,Hunter Kill,M,5-9,yes
1751,1980,508,69,Tweedsmuir,Hunter Kill,M,3-4,yes
1752,1980,702,10,Robson,Hunter Kill,M,15+,yes
1753,1981,429,26,North Purcells,Hunter Kill,M,10-14,yes
1754,1981,758,1,Rocky,Hunter Kill,F,NA,yes
1755,1982,826,48,N/A - extirpated,Animal Control,M,15+,yes
1756,1982,823,38,Central Monashee,Hunter Kill,M,15+,yes
1757,1982,823,38,Central Monashee,Hunter Kill,M,10-14,yes
1758,1982,825,38,Central Monashee,Animal Control,M,NA,yes
1759,1982,823,38,Central Monashee,Hunter Kill,M,5-9,yes
1760,1982,823,38,Central Monashee,Hunter Kill,F,15+,yes
1761,1980,617,59,Upper Skeena-Nass,Hunter Kill,M,0-2,yes
1762,1980,742,1,Rocky,Hunter Kill,F,NA,yes
1763,1980,706,10,Robson,Hunter Kill,M,15+,yes
1764,1980,750,1,Rocky,Hunter Kill,M,3-4,yes
1765,1980,750,1,Rocky,Hunter Kill,M,3-4,yes
1766,1980,616,62,Stewart,Hunter Kill,M,0-2,yes
1767,1980,752,55,Muskwa,Hunter Kill,M,0-2,yes
1768,1980,750,1,Rocky,Hunter Kill,F,3-4,yes
1769,1980,723,7,Parsnip,Hunter Kill,M,5-9,yes
1770,1980,750,1,Rocky,Hunter Kill,M,15+,yes
1771,1980,742,1,Rocky,Hunter Kill,M,0-2,no
1772,1980,742,1,Rocky,Hunter Kill,M,0-2,yes
1773,1980,507,20,Kwatna-Owikeno,Hunter Kill,M,0-2,yes
1774,1980,607,61,Babine,Hunter Kill,M,15+,yes
1775,1980,615,63,Cranberry,Hunter Kill,M,0-2,yes
1776,1980,726,64,Nation,Hunter Kill,M,15+,yes
1777,1980,724,64,Nation,Hunter Kill,F,5-9,yes
1778,1984,425,23,Rockies Park Ranges,Hunter Kill,M,10-14,yes
1779,1984,438,18,North Selkirk,Hunter Kill,M,10-14,yes
1780,1984,434,24,Spillamacheen,Hunter Kill,F,5-9,yes
1781,1984,422,29,South Rockies,Hunter Kill,F,5-9,yes
1782,1984,422,29,South Rockies,Hunter Kill,M,NA,yes
1783,1984,423,29,South Rockies,Hunter Kill,F,NA,yes
1784,1984,420,31,Central Purcells,Hunter Kill,M,3-4,yes
1785,1984,415,41,Valhalla,Hunter Kill,F,10-14,yes
1786,1984,439,14,Columbia-Shuswap,Hunter Kill,M,NA,yes
1787,1984,503,48,N/A - extirpated,Hunter Kill,M,NA,yes
1788,1990,406,31,Central Purcells,Hunter Kill,F,NA,yes
1789,1990,416,41,Valhalla,Hunter Kill,F,10-14,yes
1790,1983,401,35,Flathead,Hunter Kill,M,0-2,yes
1791,1983,629,84,Tatshenshini,Hunter Kill,M,3-4,yes
1792,1983,422,29,South Rockies,Hunter Kill,M,3-4,yes
1793,1983,422,29,South Rockies,Hunter Kill,M,15+,yes
1794,1983,422,29,South Rockies,Hunter Kill,F,NA,yes
1795,1983,402,35,Flathead,Hunter Kill,F,10-14,yes
1796,1983,422,29,South Rockies,Hunter Kill,M,15+,yes
1797,1983,426,31,Central Purcells,Hunter Kill,M,10-14,yes
1798,1983,426,31,Central Purcells,Hunter Kill,M,NA,yes
1799,1983,420,31,Central Purcells,Hunter Kill,M,5-9,yes
1800,1983,426,31,Central Purcells,Hunter Kill,M,3-4,yes
1801,1983,426,31,Central Purcells,Hunter Kill,F,10-14,yes
1802,1983,435,23,Rockies Park Ranges,Hunter Kill,M,3-4,yes
1803,1983,425,23,Rockies Park Ranges,Hunter Kill,F,3-4,yes
1804,1983,426,31,Central Purcells,Hunter Kill,F,5-9,yes
1805,1984,426,31,Central Purcells,Hunter Kill,F,5-9,yes
1806,1980,626,54,Taku,Hunter Kill,F,5-9,yes
1807,1980,603,65,Bulkley-Lakes,Hunter Kill,M,0-2,yes
1808,1980,620,56,Spatsizi,Hunter Kill,M,5-9,yes
1809,1980,626,54,Taku,Hunter Kill,M,NA,no
1810,1981,603,15,Kitlope-Fiordland,Hunter Kill,M,NA,yes
1811,1981,616,62,Stewart,Hunter Kill,M,NA,yes
1812,1981,333,36,South Chilcotin Ranges,Hunter Kill,M,5-9,yes
1813,1981,333,36,South Chilcotin Ranges,Hunter Kill,F,3-4,yes
1814,1985,505,21,Klinaklini-Homathko,Hunter Kill,M,NA,yes
1815,1983,814,42,Kettle-Granby,Hunter Kill,M,5-9,yes
1816,1983,719,6,Hart,Hunter Kill,F,0-2,yes
1817,1983,735,1,Rocky,Hunter Kill,M,10-14,yes
1818,1981,738,5,Omineca,Hunter Kill,M,10-14,yes
1819,1982,721,6,Hart,Animal Control,M,5-9,yes
1820,1982,719,6,Hart,Hunter Kill,M,3-4,yes
1821,1982,721,6,Hart,Hunter Kill,M,5-9,yes
1822,1978,748,2,Alta,Hunter Kill,M,NA,yes
1823,1983,720,6,Hart,Hunter Kill,M,3-4,yes
1824,1983,719,6,Hart,Hunter Kill,F,5-9,yes
1825,1983,752,55,Muskwa,Hunter Kill,M,5-9,yes
1826,1983,720,6,Hart,Hunter Kill,M,5-9,yes
1827,1982,744,1,Rocky,Hunter Kill,F,3-4,yes
1828,1982,719,6,Hart,Hunter Kill,M,3-4,yes
1829,1982,719,6,Hart,Hunter Kill,M,15+,yes
1830,1982,720,6,Hart,Hunter Kill,M,0-2,yes
1831,1983,721,6,Hart,Hunter Kill,F,10-14,yes
1832,1983,720,6,Hart,Illegal,F,5-9,yes
1833,1983,722,6,Hart,Hunter Kill,M,5-9,yes
1834,1983,721,6,Hart,Hunter Kill,M,3-4,yes
1835,1985,721,6,Hart,Hunter Kill,F,3-4,yes
1836,1981,750,1,Rocky,Hunter Kill,M,3-4,yes
1837,1981,751,55,Muskwa,Hunter Kill,M,3-4,yes
1838,1981,751,55,Muskwa,Hunter Kill,M,5-9,yes
1839,1981,751,55,Muskwa,Hunter Kill,M,5-9,yes
1840,1981,754,52,Hyland,Hunter Kill,M,3-4,yes
1841,1981,751,55,Muskwa,Hunter Kill,M,NA,yes
1842,1982,751,55,Muskwa,Hunter Kill,M,3-4,yes
1843,1982,754,52,Hyland,Hunter Kill,M,10-14,yes
1844,1982,754,52,Hyland,Hunter Kill,F,3-4,yes
1845,1982,754,52,Hyland,Hunter Kill,M,3-4,yes
1846,1982,751,55,Muskwa,Hunter Kill,M,0-2,yes
1847,1982,751,55,Muskwa,Hunter Kill,F,3-4,yes
1848,1982,751,55,Muskwa,Hunter Kill,M,5-9,yes
1849,1982,751,55,Muskwa,Hunter Kill,F,0-2,yes
1850,1982,754,52,Hyland,Hunter Kill,F,5-9,yes
1851,1982,751,55,Muskwa,Hunter Kill,F,3-4,yes
1852,1983,754,52,Hyland,Hunter Kill,M,3-4,yes
1853,1983,753,52,Hyland,Hunter Kill,M,5-9,yes
1854,1983,752,55,Muskwa,Hunter Kill,F,5-9,yes
1855,1982,622,54,Taku,Hunter Kill,F,3-4,yes
1856,1985,115,32,Knight-Bute,Hunter Kill,F,5-9,yes
1857,1982,507,20,Kwatna-Owikeno,Hunter Kill,F,3-4,yes
1858,1984,114,27,Kingcome-Wakeman,Hunter Kill,F,3-4,yes
1859,1982,114,27,Kingcome-Wakeman,Hunter Kill,F,NA,yes
1860,1989,213,37,Toba-Bute,Animal Control,M,NA,yes
1861,1982,114,27,Kingcome-Wakeman,Hunter Kill,M,10-14,yes
1862,1982,616,62,Stewart,Hunter Kill,F,3-4,yes
1863,1982,333,36,South Chilcotin Ranges,Hunter Kill,F,15+,yes
1864,1982,333,36,South Chilcotin Ranges,Hunter Kill,M,15+,yes
1865,1981,751,55,Muskwa,Hunter Kill,M,3-4,yes
1866,1981,751,55,Muskwa,Hunter Kill,M,15+,yes
1867,1981,626,54,Taku,Hunter Kill,M,10-14,yes
1868,1981,744,1,Rocky,Hunter Kill,F,15+,yes
1869,1981,509,15,Kitlope-Fiordland,Hunter Kill,M,10-14,yes
1870,1981,508,20,Kwatna-Owikeno,Hunter Kill,M,0-2,yes
1871,1981,508,20,Kwatna-Owikeno,Hunter Kill,M,5-9,yes
1872,1981,508,69,Tweedsmuir,Hunter Kill,F,3-4,yes
1873,1981,601,11,Blackwater-West Chilcotin,Hunter Kill,F,5-9,yes
1874,1981,507,20,Kwatna-Owikeno,Hunter Kill,F,NA,yes
1875,1981,717,7,Parsnip,Hunter Kill,M,3-4,yes
1876,1981,508,20,Kwatna-Owikeno,Hunter Kill,M,5-9,yes
1877,1982,614,62,Stewart,Hunter Kill,M,3-4,yes
1878,1982,717,7,Parsnip,Hunter Kill,M,5-9,yes
1879,1986,212,37,Toba-Bute,Illegal,M,3-4,yes
1880,1986,212,37,Toba-Bute,Animal Control,F,10-14,yes
1881,1986,703,10,Robson,Hunter Kill,F,5-9,yes
1882,1986,617,59,Upper Skeena-Nass,Hunter Kill,F,5-9,yes
1883,1986,620,56,Spatsizi,Hunter Kill,F,5-9,yes
1884,1986,702,10,Robson,Hunter Kill,M,3-4,yes
1885,1986,515,12,Quesnel Lake North,Hunter Kill,F,NA,yes
1886,1982,406,31,Central Purcells,Hunter Kill,M,3-4,yes
1887,1982,420,31,Central Purcells,Hunter Kill,M,5-9,yes
1888,1982,424,29,South Rockies,Hunter Kill,M,NA,yes
1889,1982,335,14,Columbia-Shuswap,Hunter Kill,M,3-4,yes
1890,1982,440,17,Central Rockies,Hunter Kill,F,5-9,yes
1891,1982,440,17,Central Rockies,Hunter Kill,M,5-9,yes
1892,1982,405,31,Central Purcells,Hunter Kill,F,5-9,yes
1893,1982,420,31,Central Purcells,Hunter Kill,M,5-9,yes
1894,1982,425,23,Rockies Park Ranges,Hunter Kill,F,5-9,yes
1895,1982,425,23,Rockies Park Ranges,Hunter Kill,M,3-4,yes
1896,1982,426,31,Central Purcells,Hunter Kill,M,5-9,yes
1897,1982,401,35,Flathead,Hunter Kill,M,15+,yes
1898,1982,422,29,South Rockies,Hunter Kill,M,3-4,yes
1899,1982,434,24,Spillamacheen,Hunter Kill,M,5-9,yes
1900,1982,423,29,South Rockies,Hunter Kill,M,NA,yes
1901,1982,422,29,South Rockies,Hunter Kill,M,5-9,yes
1902,1982,422,29,South Rockies,Hunter Kill,F,3-4,yes
1903,1983,425,23,Rockies Park Ranges,Hunter Kill,M,10-14,yes
1904,1983,423,29,South Rockies,Hunter Kill,F,3-4,yes
1905,1983,402,35,Flathead,Hunter Kill,M,5-9,yes
1906,1981,703,10,Robson,Hunter Kill,F,10-14,yes
1907,1982,601,11,Blackwater-West Chilcotin,Hunter Kill,M,0-2,yes
1908,1982,507,20,Kwatna-Owikeno,Hunter Kill,M,3-4,no
1909,1982,507,20,Kwatna-Owikeno,Hunter Kill,F,3-4,yes
1910,1982,509,69,Tweedsmuir,Animal Control,M,NA,yes
1911,1983,601,11,Blackwater-West Chilcotin,Hunter Kill,M,5-9,yes
1912,1983,618,59,Upper Skeena-Nass,Hunter Kill,M,5-9,yes
1913,1983,618,59,Upper Skeena-Nass,Hunter Kill,M,5-9,yes
1914,1983,512,11,Blackwater-West Chilcotin,Hunter Kill,M,10-14,yes
1915,1983,508,69,Tweedsmuir,Hunter Kill,M,5-9,yes
1916,1983,502,12,Quesnel Lake North,Animal Control,M,NA,yes
1917,1983,708,68,Nulki,Hunter Kill,M,3-4,yes
1918,1983,706,10,Robson,Hunter Kill,F,3-4,yes
1919,1983,706,10,Robson,Hunter Kill,F,10-14,yes
1920,1983,515,16,Wells Gray,Hunter Kill,F,NA,yes
1921,1983,614,66,Khutzeymateen,Hunter Kill,M,3-4,yes
1922,1983,515,16,Wells Gray,Hunter Kill,M,0-2,yes
1923,1996,502,48,N/A - extirpated,Illegal,U,3-4,yes
1924,1983,601,11,Blackwater-West Chilcotin,Animal Control,M,NA,yes
1925,1983,512,11,Blackwater-West Chilcotin,Hunter Kill,M,5-9,yes
1926,1983,508,20,Kwatna-Owikeno,Hunter Kill,M,10-14,yes
1927,1983,750,1,Rocky,Hunter Kill,F,3-4,yes
1928,1982,752,55,Muskwa,Hunter Kill,M,5-9,yes
1929,1982,752,55,Muskwa,Hunter Kill,F,3-4,yes
1930,1984,433,26,North Purcells,Hunter Kill,F,NA,yes
1931,1984,722,6,Hart,Hunter Kill,M,NA,yes
1932,1984,717,7,Parsnip,Hunter Kill,M,3-4,yes
1933,1984,814,42,Kettle-Granby,Hunter Kill,M,10-14,yes
1934,1984,813,42,Kettle-Granby,Hunter Kill,M,NA,yes
1935,1984,722,6,Hart,Hunter Kill,F,3-4,yes
1936,1983,433,26,North Purcells,Hunter Kill,M,10-14,yes
1937,1983,814,42,Kettle-Granby,Hunter Kill,F,5-9,yes
1938,1983,428,26,North Purcells,Hunter Kill,F,3-4,yes
1939,1983,719,6,Hart,Hunter Kill,F,10-14,yes
1940,1981,751,55,Muskwa,Hunter Kill,M,3-4,yes
1941,1981,750,1,Rocky,Hunter Kill,M,3-4,yes
1942,1981,754,52,Hyland,Hunter Kill,F,10-14,yes
1943,1981,754,52,Hyland,Hunter Kill,M,0-2,yes
1944,1981,750,1,Rocky,Hunter Kill,M,10-14,yes
1945,1981,751,55,Muskwa,Hunter Kill,F,10-14,yes
1946,1981,751,55,Muskwa,Hunter Kill,F,10-14,yes
1947,1981,751,55,Muskwa,Hunter Kill,M,0-2,yes
1948,1981,752,55,Muskwa,Hunter Kill,M,15+,yes
1949,1981,752,55,Muskwa,Hunter Kill,M,15+,yes
1950,1981,754,52,Hyland,Hunter Kill,M,5-9,yes
1951,1981,745,2,Alta,Hunter Kill,M,5-9,yes
1952,1981,750,1,Rocky,Hunter Kill,M,0-2,yes
1953,1981,750,1,Rocky,Hunter Kill,F,5-9,yes
1954,1981,737,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
1955,1981,740,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
1956,1981,742,1,Rocky,Hunter Kill,M,5-9,yes
1957,1981,737,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
1958,1981,742,1,Rocky,Hunter Kill,M,5-9,yes
1959,1981,750,1,Rocky,Hunter Kill,F,3-4,yes
1960,1981,719,6,Hart,Hunter Kill,F,3-4,yes
1961,1981,757,1,Rocky,Hunter Kill,F,5-9,yes
1962,1981,757,1,Rocky,Hunter Kill,F,15+,yes
1963,1981,757,1,Rocky,Hunter Kill,M,0-2,yes
1964,1981,750,1,Rocky,Hunter Kill,F,0-2,yes
1965,1981,742,1,Rocky,Hunter Kill,F,5-9,yes
1966,1981,745,2,Alta,Hunter Kill,M,0-2,yes
1967,1981,745,2,Alta,Hunter Kill,M,0-2,yes
1968,1981,736,1,Rocky,Hunter Kill,F,3-4,yes
1969,1981,750,1,Rocky,Hunter Kill,M,0-2,yes
1970,1982,745,2,Alta,Hunter Kill,M,NA,no
1971,1983,757,1,Rocky,Hunter Kill,M,5-9,yes
1972,1983,737,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
1973,1983,737,3,Finlay-Ospika,Hunter Kill,F,0-2,yes
1974,1983,722,6,Hart,Illegal,F,3-4,yes
1975,1982,743,1,Rocky,Hunter Kill,M,5-9,yes
1976,1982,757,1,Rocky,Hunter Kill,F,15+,yes
1977,1982,737,3,Finlay-Ospika,Hunter Kill,M,0-2,yes
1978,1981,742,1,Rocky,Hunter Kill,F,10-14,no
1979,1982,752,55,Muskwa,Hunter Kill,M,10-14,yes
1980,1982,742,1,Rocky,Hunter Kill,F,0-2,yes
1981,1982,742,1,Rocky,Hunter Kill,F,0-2,yes
1982,1982,757,1,Rocky,Hunter Kill,M,3-4,yes
1983,1982,731,82,Moberly,Hunter Kill,M,15+,yes
1984,1982,742,1,Rocky,Hunter Kill,M,3-4,yes
1985,1982,750,1,Rocky,Hunter Kill,M,5-9,yes
1986,1981,743,1,Rocky,Hunter Kill,M,3-4,yes
1987,1981,737,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
1988,1981,737,3,Finlay-Ospika,Hunter Kill,M,15+,yes
1989,1981,720,6,Hart,Hunter Kill,M,0-2,yes
1990,1981,745,2,Alta,Hunter Kill,M,5-9,yes
1991,1981,742,1,Rocky,Hunter Kill,M,3-4,yes
1992,1982,745,2,Alta,Hunter Kill,M,NA,yes
1993,1982,757,1,Rocky,Hunter Kill,M,15+,yes
1994,1982,754,52,Hyland,Hunter Kill,M,5-9,yes
1995,1982,626,54,Taku,Hunter Kill,F,5-9,no
1996,1982,754,52,Hyland,Hunter Kill,M,NA,no
1997,1981,746,51,Taiga,Hunter Kill,F,10-14,yes
1998,1981,733,47,N/A - extirpated,Hunter Kill,M,0-2,yes
1999,1981,742,1,Rocky,Hunter Kill,M,10-14,yes
2000,1981,719,6,Hart,Hunter Kill,F,10-14,yes
2001,1981,742,1,Rocky,Hunter Kill,F,10-14,yes
2002,1981,750,1,Rocky,Hunter Kill,M,0-2,yes
2003,1987,757,1,Rocky,Hunter Kill,M,3-4,yes
2004,1987,737,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
2005,1987,750,1,Rocky,Hunter Kill,M,0-2,yes
2006,1980,702,10,Robson,Hunter Kill,U,3-4,no
2007,1981,711,68,Nulki,Hunter Kill,M,0-2,yes
2008,1981,725,64,Nation,Hunter Kill,F,5-9,yes
2009,1981,712,68,Nulki,Hunter Kill,M,15+,yes
2010,1982,716,64,Nation,Hunter Kill,F,5-9,yes
2011,1982,725,64,Nation,Hunter Kill,M,NA,yes
2012,1982,618,59,Upper Skeena-Nass,Hunter Kill,M,10-14,yes
2013,1982,601,11,Blackwater-West Chilcotin,Hunter Kill,M,3-4,yes
2014,1982,728,5,Omineca,Hunter Kill,M,0-2,yes
2015,1982,601,11,Blackwater-West Chilcotin,Hunter Kill,F,5-9,yes
2016,1983,713,68,Nulki,Animal Control,M,NA,yes
2017,1983,713,68,Nulki,Animal Control,F,NA,yes
2018,1983,713,68,Nulki,Illegal,M,NA,yes
2019,1984,722,6,Hart,Hunter Kill,M,10-14,yes
2020,1984,712,68,Nulki,Hunter Kill,M,10-14,yes
2021,1984,737,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
2022,1984,727,5,Omineca,Hunter Kill,F,10-14,yes
2023,1984,727,5,Omineca,Hunter Kill,F,3-4,yes
2024,1989,721,6,Hart,Hunter Kill,M,0-2,yes
2025,1987,742,1,Rocky,Hunter Kill,M,5-9,yes
2026,1987,750,1,Rocky,Hunter Kill,M,10-14,yes
2027,1987,732,47,N/A - extirpated,Hunter Kill,M,15+,yes
2028,1987,751,55,Muskwa,Hunter Kill,F,0-2,yes
2029,1988,736,1,Rocky,Hunter Kill,F,10-14,yes
2030,1988,735,1,Rocky,Hunter Kill,F,3-4,yes
2031,1988,743,1,Rocky,Hunter Kill,M,5-9,yes
2032,1987,741,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
2033,1987,750,1,Rocky,Hunter Kill,F,5-9,yes
2034,1988,743,1,Rocky,Hunter Kill,F,5-9,yes
2035,1988,742,1,Rocky,Hunter Kill,M,3-4,yes
2036,1988,735,1,Rocky,Hunter Kill,F,3-4,yes
2037,1988,736,1,Rocky,Hunter Kill,M,5-9,yes
2038,1988,758,1,Rocky,Hunter Kill,M,NA,yes
2039,1988,737,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
2040,1988,744,1,Rocky,Hunter Kill,F,0-2,yes
2041,1988,742,1,Rocky,Hunter Kill,M,10-14,yes
2042,1988,737,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
2043,2000,723,7,Parsnip,Animal Control,U,3-4,yes
2044,2000,723,7,Parsnip,Animal Control,U,3-4,yes
2045,2000,723,7,Parsnip,Animal Control,U,3-4,yes
2046,2001,742,1,Rocky,Animal Control,U,3-4,yes
2047,2001,430,74,Central Selkirk,Animal Control,F,15+,yes
2048,2001,430,74,Central Selkirk,Animal Control,M,15+,yes
2049,1981,623,73,Cassiar,Hunter Kill,M,15+,yes
2050,1981,751,55,Muskwa,Hunter Kill,F,5-9,yes
2051,1981,622,54,Taku,Hunter Kill,F,3-4,yes
2052,1981,752,55,Muskwa,Hunter Kill,F,3-4,yes
2053,1981,619,56,Spatsizi,Hunter Kill,M,5-9,yes
2054,1981,623,73,Cassiar,Hunter Kill,M,3-4,yes
2055,1981,752,55,Muskwa,Hunter Kill,F,10-14,yes
2056,1984,626,54,Taku,Hunter Kill,M,0-2,yes
2057,1984,626,54,Taku,Hunter Kill,F,5-9,yes
2058,1984,625,73,Cassiar,Hunter Kill,M,5-9,yes
2059,1984,626,54,Taku,Hunter Kill,F,0-2,yes
2060,1984,626,54,Taku,Hunter Kill,M,3-4,yes
2061,1984,626,54,Taku,Hunter Kill,M,3-4,yes
2062,1984,626,54,Taku,Hunter Kill,M,3-4,yes
2063,1981,739,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
2064,1981,618,59,Upper Skeena-Nass,Hunter Kill,M,5-9,yes
2065,1981,622,54,Taku,Hunter Kill,M,3-4,yes
2066,1981,630,63,Cranberry,Hunter Kill,M,5-9,yes
2067,1981,609,65,Bulkley-Lakes,Hunter Kill,M,5-9,yes
2068,1981,622,54,Taku,Hunter Kill,M,5-9,yes
2069,1981,608,61,Babine,Animal Control,M,0-2,yes
2070,1982,621,83,Edziza-Lower Stikine,Hunter Kill,F,3-4,yes
2071,1983,608,61,Babine,Hunter Kill,F,3-4,yes
2072,1982,751,55,Muskwa,Hunter Kill,M,3-4,yes
2073,1982,751,55,Muskwa,Hunter Kill,M,0-2,yes
2074,1982,751,55,Muskwa,Hunter Kill,F,15+,yes
2075,1984,626,54,Taku,Hunter Kill,M,0-2,yes
2076,1984,627,84,Tatshenshini,Hunter Kill,M,5-9,yes
2077,1984,627,84,Tatshenshini,Hunter Kill,F,15+,yes
2078,1983,629,84,Tatshenshini,Hunter Kill,M,15+,no
2079,1984,618,59,Upper Skeena-Nass,Hunter Kill,F,3-4,yes
2080,1984,629,84,Tatshenshini,Hunter Kill,M,5-9,yes
2081,1982,620,56,Spatsizi,Hunter Kill,M,3-4,yes
2082,1982,614,66,Stewart or Khutzeymateen,Hunter Kill,M,0-2,no
2083,1982,614,62,Stewart or Khutzeymateen,Hunter Kill,M,0-2,no
2084,1982,620,56,Spatsizi,Hunter Kill,M,15+,yes
2085,1982,739,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
2086,1982,630,63,Cranberry,Hunter Kill,F,0-2,yes
2087,1982,608,61,Babine,Hunter Kill,F,10-14,yes
2088,1981,751,55,Muskwa,Hunter Kill,F,3-4,yes
2089,1981,751,55,Muskwa,Hunter Kill,M,3-4,yes
2090,1981,751,55,Muskwa,Hunter Kill,M,0-2,yes
2091,1981,752,55,Muskwa,Hunter Kill,F,5-9,yes
2092,1981,751,55,Muskwa,Hunter Kill,M,5-9,yes
2093,1981,751,55,Muskwa,Hunter Kill,U,15+,no
2094,1981,625,73,Cassiar,Hunter Kill,M,15+,yes
2095,1981,625,73,Cassiar,Hunter Kill,F,3-4,no
2096,1981,626,54,Taku,Hunter Kill,M,0-2,yes
2097,1981,625,73,Cassiar,Hunter Kill,M,0-2,yes
2098,1982,621,83,Edziza-Lower Stikine,Hunter Kill,M,5-9,yes
2099,1982,617,59,Upper Skeena-Nass,Hunter Kill,M,3-4,yes
2100,1982,617,59,Upper Skeena-Nass,Hunter Kill,M,5-9,yes
2101,1982,619,56,Spatsizi,Hunter Kill,F,15+,yes
2102,1982,619,56,Spatsizi,Hunter Kill,M,10-14,yes
2103,1982,739,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
2104,1982,626,54,Taku,Hunter Kill,F,3-4,yes
